x,y,timeElapsed,Title,Price,Rating,URL,Image
846.48,345.92,149492.10,"The Beginner's Bible: Timeless Children's Stories","$11.71","4.9 out of 5 stars","https://www.amazon.com/Beginners-Bible-Timeless-Childrens-Stories/dp/031075013X?ref_=Oct_d_orecs_d_4_2&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=031075013X","https://m.media-amazon.com/images/I/81Pic6bOvuL._AC._SR360,460.jpg"
854.86,172.29,149992.10,"The Beginner's Bible: Timeless Children's Stories","$11.71","4.9 out of 5 stars","https://www.amazon.com/Beginners-Bible-Timeless-Childrens-Stories/dp/031075013X?ref_=Oct_d_orecs_d_4_2&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=031075013X","https://m.media-amazon.com/images/I/81Pic6bOvuL._AC._SR360,460.jpg"
946.79,211.63,150465.30,"Little Blue Truck's Springtime: An Easter And Springtime Book For Kids","$9.36","4.8 out of 5 stars","https://www.amazon.com/Little-Trucks-Springtime-Alice-Schertle/dp/0544938097?ref_=Oct_d_orecs_d_4_3&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0544938097","https://m.media-amazon.com/images/I/81uv7QtqJ0L._AC._SR360,460.jpg"
1004.84,255.41,150966.00,"Little Blue Truck's Springtime: An Easter And Springtime Book For Kids","$9.36","4.8 out of 5 stars","https://www.amazon.com/Little-Trucks-Springtime-Alice-Schertle/dp/0544938097?ref_=Oct_d_orecs_d_4_3&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0544938097","https://m.media-amazon.com/images/I/81uv7QtqJ0L._AC._SR360,460.jpg"
891.92,303.44,151469.00,"The Beginner's Bible: Timeless Children's Stories","$11.71","4.9 out of 5 stars","https://www.amazon.com/Beginners-Bible-Timeless-Childrens-Stories/dp/031075013X?ref_=Oct_d_orecs_d_4_2&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=031075013X","https://m.media-amazon.com/images/I/81Pic6bOvuL._AC._SR360,460.jpg"
982.24,247.15,151953.50,"Little Blue Truck's Springtime: An Easter And Springtime Book For Kids","$9.36","4.8 out of 5 stars","https://www.amazon.com/Little-Trucks-Springtime-Alice-Schertle/dp/0544938097?ref_=Oct_d_orecs_d_4_3&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0544938097","https://m.media-amazon.com/images/I/81uv7QtqJ0L._AC._SR360,460.jpg"
983.36,253.76,152465.90,"Little Blue Truck's Springtime: An Easter And Springtime Book For Kids","$9.36","4.8 out of 5 stars","https://www.amazon.com/Little-Trucks-Springtime-Alice-Schertle/dp/0544938097?ref_=Oct_d_orecs_d_4_3&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0544938097","https://m.media-amazon.com/images/I/81uv7QtqJ0L._AC._SR360,460.jpg"
991.68,360.53,152960.00,"Little Blue Truck's Springtime: An Easter And Springtime Book For Kids","$9.36","4.8 out of 5 stars","https://www.amazon.com/Little-Trucks-Springtime-Alice-Schertle/dp/0544938097?ref_=Oct_d_orecs_d_4_3&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0544938097","https://m.media-amazon.com/images/I/81uv7QtqJ0L._AC._SR360,460.jpg"
330.23,295.60,153488.50,"Sunrise on the Reaping (A Hunger Games Novel) (The Hunger Games)","$19.59","N/A","https://www.amazon.com/Sunrise-Reaping-Hunger-Games-Novel/dp/1546171460?ref_=Oct_d_orecs_d_4_0&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=1546171460","https://m.media-amazon.com/images/I/71InK67X-sL._AC._SR360,460.jpg"
812.29,298.56,155461.60,"The Beginner's Bible: Timeless Children's Stories","$11.71","4.9 out of 5 stars","https://www.amazon.com/Beginners-Bible-Timeless-Childrens-Stories/dp/031075013X?ref_=Oct_d_orecs_d_4_2&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=031075013X","https://m.media-amazon.com/images/I/81Pic6bOvuL._AC._SR360,460.jpg"
882.68,327.70,155975.60,"The Beginner's Bible: Timeless Children's Stories","$11.71","4.9 out of 5 stars","https://www.amazon.com/Beginners-Bible-Timeless-Childrens-Stories/dp/031075013X?ref_=Oct_d_orecs_d_4_2&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=031075013X","https://m.media-amazon.com/images/I/81Pic6bOvuL._AC._SR360,460.jpg"
1078.67,361.34,156480.50,"Little Blue Truck's Springtime: An Easter And Springtime Book For Kids","$9.36","4.8 out of 5 stars","https://www.amazon.com/Little-Trucks-Springtime-Alice-Schertle/dp/0544938097?ref_=Oct_d_orecs_d_4_3&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0544938097","https://m.media-amazon.com/images/I/81uv7QtqJ0L._AC._SR360,460.jpg"
836.12,356.21,156965.60,"The Beginner's Bible: Timeless Children's Stories","$11.71","4.9 out of 5 stars","https://www.amazon.com/Beginners-Bible-Timeless-Childrens-Stories/dp/031075013X?ref_=Oct_d_orecs_d_4_2&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=031075013X","https://m.media-amazon.com/images/I/81Pic6bOvuL._AC._SR360,460.jpg"
1072.98,309.40,157511.70,"Little Blue Truck's Springtime: An Easter And Springtime Book For Kids","$9.36","4.8 out of 5 stars","https://www.amazon.com/Little-Trucks-Springtime-Alice-Schertle/dp/0544938097?ref_=Oct_d_orecs_d_4_3&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0544938097","https://m.media-amazon.com/images/I/81uv7QtqJ0L._AC._SR360,460.jpg"
1032.06,287.16,157992.00,"Little Blue Truck's Springtime: An Easter And Springtime Book For Kids","$9.36","4.8 out of 5 stars","https://www.amazon.com/Little-Trucks-Springtime-Alice-Schertle/dp/0544938097?ref_=Oct_d_orecs_d_4_3&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0544938097","https://m.media-amazon.com/images/I/81uv7QtqJ0L._AC._SR360,460.jpg"
1067.86,427.15,158489.60,"Little Blue Truck's Springtime: An Easter And Springtime Book For Kids","$9.36","4.8 out of 5 stars","https://www.amazon.com/Little-Trucks-Springtime-Alice-Schertle/dp/0544938097?ref_=Oct_d_orecs_d_4_3&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0544938097","https://m.media-amazon.com/images/I/81uv7QtqJ0L._AC._SR360,460.jpg"
1051.99,415.04,159002.70,"Little Blue Truck's Springtime: An Easter And Springtime Book For Kids","$9.36","4.8 out of 5 stars","https://www.amazon.com/Little-Trucks-Springtime-Alice-Schertle/dp/0544938097?ref_=Oct_d_orecs_d_4_3&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0544938097","https://m.media-amazon.com/images/I/81uv7QtqJ0L._AC._SR360,460.jpg"
1109.35,402.35,159464.20,"Little Blue Truck's Springtime: An Easter And Springtime Book For Kids","$9.36","4.8 out of 5 stars","https://www.amazon.com/Little-Trucks-Springtime-Alice-Schertle/dp/0544938097?ref_=Oct_d_orecs_d_4_3&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0544938097","https://m.media-amazon.com/images/I/81uv7QtqJ0L._AC._SR360,460.jpg"
846.88,230.31,160006.90,"The Beginner's Bible: Timeless Children's Stories","$11.71","4.9 out of 5 stars","https://www.amazon.com/Beginners-Bible-Timeless-Childrens-Stories/dp/031075013X?ref_=Oct_d_orecs_d_4_2&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=031075013X","https://m.media-amazon.com/images/I/81Pic6bOvuL._AC._SR360,460.jpg"
765.68,307.32,160501.60,"The Beginner's Bible: Timeless Children's Stories","$11.71","4.9 out of 5 stars","https://www.amazon.com/Beginners-Bible-Timeless-Childrens-Stories/dp/031075013X?ref_=Oct_d_orecs_d_4_2&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=031075013X","https://m.media-amazon.com/images/I/81Pic6bOvuL._AC._SR360,460.jpg"
801.56,440.30,160967.60,"The Beginner's Bible: Timeless Children's Stories","$11.71","4.9 out of 5 stars","https://www.amazon.com/Beginners-Bible-Timeless-Childrens-Stories/dp/031075013X?ref_=Oct_d_orecs_d_4_2&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=031075013X","https://m.media-amazon.com/images/I/81Pic6bOvuL._AC._SR360,460.jpg"
744.40,355.71,161500.50,"The Beginner's Bible: Timeless Children's Stories","$11.71","4.9 out of 5 stars","https://www.amazon.com/Beginners-Bible-Timeless-Childrens-Stories/dp/031075013X?ref_=Oct_d_orecs_d_4_2&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=031075013X","https://m.media-amazon.com/images/I/81Pic6bOvuL._AC._SR360,460.jpg"
819.32,283.15,161980.50,"The Beginner's Bible: Timeless Children's Stories","$11.71","4.9 out of 5 stars","https://www.amazon.com/Beginners-Bible-Timeless-Childrens-Stories/dp/031075013X?ref_=Oct_d_orecs_d_4_2&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=031075013X","https://m.media-amazon.com/images/I/81Pic6bOvuL._AC._SR360,460.jpg"
832.97,365.18,162479.40,"The Beginner's Bible: Timeless Children's Stories","$11.71","4.9 out of 5 stars","https://www.amazon.com/Beginners-Bible-Timeless-Childrens-Stories/dp/031075013X?ref_=Oct_d_orecs_d_4_2&pd_rd_w=Qsccp&content-id=amzn1.sym.9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_p=9d9a9f1d-bc39-41e5-8d60-61c0b0f78b81&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=031075013X","https://m.media-amazon.com/images/I/81Pic6bOvuL._AC._SR360,460.jpg"
583.58,548.23,164508.50,"Hello, Baby Animals: A Black-and-White Board Book for Babies That Helps Visual Development (High-Contrast Books)","$5.39","4.9 out of 5 stars","https://www.amazon.com/Hello-Baby-Animals-High-Contrast-Book/dp/1938093682?ref_=Oct_d_omwf_d_4_1&pd_rd_w=4x88g&content-id=amzn1.sym.637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_p=637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=1938093682","https://m.media-amazon.com/images/I/71wxlMQUZOL._AC._SR360,460.jpg"
380.97,523.16,164997.20,"The Very Hungry Caterpillar","$5.77","4.9 out of 5 stars","https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907?ref_=Oct_d_omwf_d_4_0&pd_rd_w=4x88g&content-id=amzn1.sym.637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_p=637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0399226907","https://m.media-amazon.com/images/I/81qsstEtrgL._AC._SR360,460.jpg"
384.75,452.85,165972.00,"The Very Hungry Caterpillar","$5.77","4.9 out of 5 stars","https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907?ref_=Oct_d_omwf_d_4_0&pd_rd_w=4x88g&content-id=amzn1.sym.637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_p=637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0399226907","https://m.media-amazon.com/images/I/81qsstEtrgL._AC._SR360,460.jpg"
240.55,364.95,166463.00,"The Very Hungry Caterpillar","$5.77","4.9 out of 5 stars","https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907?ref_=Oct_d_omwf_d_4_0&pd_rd_w=4x88g&content-id=amzn1.sym.637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_p=637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0399226907","https://m.media-amazon.com/images/I/81qsstEtrgL._AC._SR360,460.jpg"
406.95,504.40,166972.80,"The Very Hungry Caterpillar","$5.77","4.9 out of 5 stars","https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907?ref_=Oct_d_omwf_d_4_0&pd_rd_w=4x88g&content-id=amzn1.sym.637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_p=637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0399226907","https://m.media-amazon.com/images/I/81qsstEtrgL._AC._SR360,460.jpg"
362.38,338.20,167442.90,"The Very Hungry Caterpillar","$5.77","4.9 out of 5 stars","https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907?ref_=Oct_d_omwf_d_4_0&pd_rd_w=4x88g&content-id=amzn1.sym.637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_p=637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0399226907","https://m.media-amazon.com/images/I/81qsstEtrgL._AC._SR360,460.jpg"
406.19,486.19,167974.90,"The Very Hungry Caterpillar","$5.77","4.9 out of 5 stars","https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907?ref_=Oct_d_omwf_d_4_0&pd_rd_w=4x88g&content-id=amzn1.sym.637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_p=637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0399226907","https://m.media-amazon.com/images/I/81qsstEtrgL._AC._SR360,460.jpg"
412.54,556.55,168478.60,"The Very Hungry Caterpillar","$5.77","4.9 out of 5 stars","https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907?ref_=Oct_d_omwf_d_4_0&pd_rd_w=4x88g&content-id=amzn1.sym.637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_p=637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0399226907","https://m.media-amazon.com/images/I/81qsstEtrgL._AC._SR360,460.jpg"
401.23,515.77,169492.30,"The Very Hungry Caterpillar","$5.77","4.9 out of 5 stars","https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907?ref_=Oct_d_omwf_d_4_0&pd_rd_w=4x88g&content-id=amzn1.sym.637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_p=637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=0399226907","https://m.media-amazon.com/images/I/81qsstEtrgL._AC._SR360,460.jpg"
567.49,348.44,169985.30,"Hello, Baby Animals: A Black-and-White Board Book for Babies That Helps Visual Development (High-Contrast Books)","$5.39","4.9 out of 5 stars","https://www.amazon.com/Hello-Baby-Animals-High-Contrast-Book/dp/1938093682?ref_=Oct_d_omwf_d_4_1&pd_rd_w=4x88g&content-id=amzn1.sym.637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_p=637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=1938093682","https://m.media-amazon.com/images/I/71wxlMQUZOL._AC._SR360,460.jpg"
613.68,454.31,170492.60,"Hello, Baby Animals: A Black-and-White Board Book for Babies That Helps Visual Development (High-Contrast Books)","$5.39","4.9 out of 5 stars","https://www.amazon.com/Hello-Baby-Animals-High-Contrast-Book/dp/1938093682?ref_=Oct_d_omwf_d_4_1&pd_rd_w=4x88g&content-id=amzn1.sym.637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_p=637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=1938093682","https://m.media-amazon.com/images/I/71wxlMQUZOL._AC._SR360,460.jpg"
592.20,551.81,171005.90,"Hello, Baby Animals: A Black-and-White Board Book for Babies That Helps Visual Development (High-Contrast Books)","$5.39","4.9 out of 5 stars","https://www.amazon.com/Hello-Baby-Animals-High-Contrast-Book/dp/1938093682?ref_=Oct_d_omwf_d_4_1&pd_rd_w=4x88g&content-id=amzn1.sym.637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_p=637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=1938093682","https://m.media-amazon.com/images/I/71wxlMQUZOL._AC._SR360,460.jpg"
561.92,421.64,171505.50,"Hello, Baby Animals: A Black-and-White Board Book for Babies That Helps Visual Development (High-Contrast Books)","$5.39","4.9 out of 5 stars","https://www.amazon.com/Hello-Baby-Animals-High-Contrast-Book/dp/1938093682?ref_=Oct_d_omwf_d_4_1&pd_rd_w=4x88g&content-id=amzn1.sym.637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_p=637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=1938093682","https://m.media-amazon.com/images/I/71wxlMQUZOL._AC._SR360,460.jpg"
586.71,408.36,171999.00,"Hello, Baby Animals: A Black-and-White Board Book for Babies That Helps Visual Development (High-Contrast Books)","$5.39","4.9 out of 5 stars","https://www.amazon.com/Hello-Baby-Animals-High-Contrast-Book/dp/1938093682?ref_=Oct_d_omwf_d_4_1&pd_rd_w=4x88g&content-id=amzn1.sym.637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_p=637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=1938093682","https://m.media-amazon.com/images/I/71wxlMQUZOL._AC._SR360,460.jpg"
693.58,422.57,172508.00,"Hello, Baby Animals: A Black-and-White Board Book for Babies That Helps Visual Development (High-Contrast Books)","$5.39","4.9 out of 5 stars","https://www.amazon.com/Hello-Baby-Animals-High-Contrast-Book/dp/1938093682?ref_=Oct_d_omwf_d_4_1&pd_rd_w=4x88g&content-id=amzn1.sym.637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_p=637dc58c-ab7d-4c3d-b55c-f09e57a6f65e&pf_rd_r=T1P2KEAMYDXNF7VF7X1F&pd_rd_wg=mcHgT&pd_rd_r=b6e2a1d4-8f99-4c45-a8e7-9a834a1e54f4&pd_rd_i=1938093682","https://m.media-amazon.com/images/I/71wxlMQUZOL._AC._SR360,460.jpg"
